"Season","Name","Team","G","PA","HR","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","Age","BB","SO","playerid"
"1993","Mickey Tettleton","Tigers","152","637","32","79","3","17.1 %","21.8 %",".247",".269",".245",".372",".492",".375","127","2.5","32","109","139","1012939"
"2011","Aramis Ramirez","Cubs","149","626","26","80","1","6.9 %","11.0 %",".204",".308",".306",".361",".510",".375","134","3.4","33","43","69","1002"
"1993","Bernard Gilkey","Cardinals","137","622","16","99","15","9.0 %","10.6 %",".176",".321",".305",".370",".481",".375","130","3.7","26","56","66","1004706"
"2008","Pat Burrell","Phillies","157","645","33","74","0","15.8 %","21.1 %",".257",".271",".250",".367",".507",".375","125","2.4","31","102","136","949"
"2007","Dmitri Young","Nationals","136","508","13","57","0","8.7 %","14.6 %",".172",".356",".320",".378",".491",".375","127","1.0","33","44","74","505"
"2008","Carlos Beltran","Mets","161","706","27","116","25","13.0 %","13.6 %",".216",".297",".284",".376",".500",".375","129","7.3","31","92","96","589"
"2008","Xavier Nady","- - -","148","607","25","76","2","6.4 %","17.0 %",".205",".334",".305",".357",".510",".375","128","3.0","29","39","103","1658"
"1975","Jim Rice","Red Sox","144","613","22","92","10","5.9 %","19.9 %",".183",".355",".309",".350",".491",".375","126","2.9","22","36","122","1010897"
"2006","Lyle Overbay","Blue Jays","157","640","22","82","5","8.6 %","15.0 %",".196",".342",".312",".372",".508",".375","124","1.8","29","55","96","1617"
"1998","Ivan Rodriguez","Rangers","145","617","21","88","9","5.2 %","14.3 %",".192",".349",".321",".358",".513",".375","119","6.4","26","32","88","1275"
"1991","Wally Joyner","Angels","143","611","21","79","2","8.5 %","10.8 %",".187",".309",".301",".360",".488",".375","132","3.8","29","52","66","1006637"
"2000","Derrek Lee","Marlins","158","546","28","70","0","11.5 %","22.5 %",".226",".323",".281",".368",".507",".375","122","1.8","24","63","123","525"
"1973","Jeff Burroughs","Rangers","151","605","30","71","0","11.1 %","14.5 %",".207",".279",".279",".355",".487",".375","136","3.4","22","67","88","1001731"
"1983","Jose Cruz","Astros","160","664","14","85","30","9.8 %","13.0 %",".145",".352",".318",".385",".463",".374","142","5.8","35","65","86","1002841"
"2006","Bill Hall","Brewers","148","608","35","101","8","10.4 %","26.6 %",".283",".320",".270",".345",".553",".374","124","5.1","26","63","162","1605"
"1988","Eric Davis","Reds","135","543","26","81","35","12.0 %","22.8 %",".216",".317",".273",".363",".489",".374","141","4.3","26","65","124","1003048"
"1971","Deron Johnson","Phillies","158","660","34","74","0","10.9 %","22.1 %",".225",".297",".265",".347",".490",".374","134","3.9","32","72","146","1006444"
"2009","Robinson Cano","Yankees","161","674","25","103","5","4.5 %","9.3 %",".199",".324",".320",".352",".520",".374","124","3.6","26","30","63","3269"
"1969","Norm Cash","Tigers","142","556","22","81","2","11.3 %","14.4 %",".184",".294",".280",".368",".464",".374","131","3.2","34","63","80","1002043"
"2011","Robinson Cano","Yankees","159","681","28","104","8","5.6 %","14.1 %",".231",".316",".302",".349",".533",".374","134","5.1","28","38","96","3269"
"1977","Richie Zisk","White Sox","141","599","30","78","0","9.2 %","16.4 %",".224",".301",".290",".355",".514",".374","131","2.5","28","55","98","1014455"
"2008","Mark DeRosa","Cubs","149","593","21","103","6","11.6 %","17.9 %",".196",".319",".285",".376",".481",".374","121","4.2","33","69","106","1392"
"1989","Kirby Puckett","Twins","159","684","9","75","11","6.0 %","8.6 %",".126",".360",".339",".379",".465",".374","132","4.7","29","41","59","1010557"
"1968","Billy Williams","Cubs","163","699","30","91","4","6.9 %","7.6 %",".212",".274",".288",".336",".500",".374","144","5.0","30","48","53","1013975"
"2003","Carl Everett","- - -","147","602","28","93","8","8.8 %","14.0 %",".222",".294",".287",".366",".510",".374","125","3.0","32","53","84","1249"
"2006","Scott Rolen","Cardinals","142","594","22","94","7","9.4 %","11.6 %",".223",".301",".296",".369",".518",".374","126","5.5","31","56","69","970"
"2003","Preston Wilson","Rockies","155","661","36","94","14","8.2 %","21.0 %",".255",".311",".282",".343",".537",".374","111","3.4","28","54","139","545"
"1999","Jermaine Dye","Royals","158","673","27","96","2","8.6 %","17.7 %",".232",".325",".294",".354",".526",".374","115","4.2","25","58","119","911"
"2009","Chris Coghlan","Marlins","128","565","9","84","8","9.4 %","13.6 %",".139",".365",".321",".390",".460",".374","127","2.7","24","53","77","6878"
"2008","Vladimir Guerrero","Angels","143","600","27","85","5","8.5 %","12.8 %",".218",".311",".303",".365",".521",".374","129","1.9","33","51","77","778"
"1978","Ron Cey","Dodgers","159","667","23","84","2","14.4 %","14.4 %",".182",".287",".270",".380",".452",".374","137","5.7","30","96","96","1002108"
"2006","Miguel Tejada","Orioles","162","709","24","99","6","6.5 %","11.1 %",".168",".345",".330",".379",".498",".374","125","4.9","32","46","79","941"
"1975","Steve Braun","Twins","136","526","11","70","0","12.5 %","10.5 %",".126",".322",".302",".389",".428",".374","131","3.8","27","66","55","1001366"
"1993","Mike Greenwell","Red Sox","146","603","13","77","5","9.0 %","7.6 %",".165",".324",".315",".379",".480",".374","124","3.9","29","54","46","1005006"
"1991","Ivan Calderon","Expos","134","537","19","69","31","9.9 %","11.9 %",".181",".307",".300",".368",".481",".374","139","3.5","29","53","64","1001825"
"1996","Geronimo Berroa","Athletics","153","643","36","101","0","7.3 %","19.0 %",".242",".309",".290",".344",".532",".374","120","2.8","31","47","122","1000900"
"2014","Freddie Freeman","Braves","162","708","18","93","3","12.7 %","20.5 %",".173",".351",".288",".386",".461",".374","140","4.4","24","90","145","5361"
"1975","Reggie Jackson","Athletics","157","669","36","91","17","10.0 %","19.9 %",".258",".265",".253",".329",".511",".374","139","6.1","29","67","133","1006308"
"1997","Nomar Garciaparra","Red Sox","153","734","30","122","22","4.8 %","12.5 %",".228",".315",".306",".342",".534",".374","122","6.4","23","35","92","190"
"2004","Miguel Cabrera","Marlins","160","685","33","101","5","9.9 %","21.6 %",".219",".335",".294",".366",".512",".374","129","2.3","21","68","148","1744"
"1974","Oscar Gamble","Indians","135","509","19","74","5","9.4 %","10.0 %",".178",".293",".291",".363",".469",".374","137","2.2","24","48","51","1004473"
"1978","Al Oliver","Rangers","133","568","14","65","8","5.5 %","7.2 %",".166",".326",".324",".358",".490",".374","135","3.6","31","31","41","1009773"
"1983","Andre Dawson","Expos","159","698","32","104","25","5.4 %","11.6 %",".240",".292",".299",".338",".539",".374","137","6.5","28","38","81","1003091"
"1996","Paul Sorrento","Mariners","143","542","23","67","0","10.5 %","19.0 %",".219",".323",".289",".370",".507",".374","116","0.9","30","57","103","1012282"
"1970","Ron Santo","Cubs","154","655","26","83","2","14.0 %","16.5 %",".209",".286",".267",".369",".476",".374","115","4.4","30","92","108","1011447"
"2007","Kevin Youkilis","Red Sox","145","625","16","85","4","12.3 %","16.8 %",".165",".330",".288",".390",".453",".374","124","4.1","28","77","105","1935"
"2012","Allen Craig","Cardinals","119","514","22","76","2","7.2 %","17.3 %",".215",".334",".307",".354",".522",".374","137","2.3","27","37","89","3433"
"2016","Brandon Belt","Giants","156","655","17","77","0","15.9 %","22.6 %",".199",".346",".275",".394",".474",".374","137","4.0","28","104","148","10264"
"1995","Wade Boggs","Yankees","126","541","5","76","1","13.7 %","9.2 %",".098",".350",".324",".412",".422",".374","125","4.0","37","74","50","1001124"
"1972","Nate Colbert","Padres","151","643","38","87","15","10.9 %","19.8 %",".258",".256",".250",".333",".508",".374","139","5.0","26","70","127","1002407"
"1977","Gene Tenace","Padres","147","581","15","66","5","21.5 %","20.5 %",".176",".283",".233",".415",".410",".374","134","4.6","30","125","119","1012911"
"2002","Alfonso Soriano","Yankees","156","741","39","128","41","3.1 %","21.2 %",".247",".335",".300",".332",".547",".374","131","5.6","26","23","157","847"
"1997","Kenny Lofton","Braves","122","564","5","90","27","11.3 %","14.7 %",".095",".390",".333",".409",".428",".374","125","5.2","30","64","83","246"
"1983","Greg Luzinski","White Sox","144","593","32","73","2","11.8 %","19.7 %",".247",".264",".255",".352",".502",".374","131","2.7","32","70","117","1007855"
"2002","Raul Ibanez","Royals","137","544","24","70","5","7.4 %","14.0 %",".243",".304",".294",".346",".537",".374","123","2.3","30","40","76","607"
"1978","Sixto Lezcano","Brewers","132","519","15","62","3","12.3 %","16.0 %",".167",".325",".292",".377",".459",".374","136","3.7","24","64","83","1007593"
"1987","Chet Lemon","Tigers","146","553","20","75","0","12.7 %","14.8 %",".204",".295",".277",".376",".481",".374","130","3.8","32","70","82","1007518"
"1983","George Hendrick","Cardinals","144","594","18","73","3","8.6 %","12.8 %",".176",".336",".318",".373",".493",".374","136","3.5","33","51","76","1005642"
"1986","Kevin McReynolds","Padres","158","641","26","89","8","10.3 %","12.9 %",".216",".293",".288",".358",".504",".374","137","4.2","26","66","83","1008690"
"1998","Dante Bichette","Rockies","161","695","22","97","14","4.0 %","10.9 %",".178",".347",".331",".357",".509",".374","103","1.4","34","28","76","1000946"
"1999","Greg Vaughn","Reds","153","643","45","104","15","13.2 %","21.3 %",".289",".241",".245",".347",".535",".374","116","3.5","33","85","137","1233"
"1991","Rickey Henderson","Athletics","134","578","18","105","58","17.0 %","12.6 %",".155",".283",".268",".400",".423",".374","136","3.8","32","98","73","194"
"1994","Dante Bichette","Rockies","116","509","27","74","21","3.7 %","13.8 %",".244",".308",".304",".334",".548",".374","111","1.5","30","19","70","1000946"
"2004","Kevin Millar","Red Sox","150","588","18","74","1","9.7 %","15.5 %",".177",".328",".297",".383",".474",".374","124","1.5","32","57","91","529"
"2012","Carlos Gonzalez","Rockies","135","579","22","89","20","9.7 %","19.9 %",".207",".352",".303",".371",".510",".374","119","2.7","26","56","115","7287"
"2001","Aramis Ramirez","Pirates","158","655","34","83","5","6.1 %","15.3 %",".235",".311",".300",".350",".536",".374","125","4.7","23","40","100","1002"
"1993","Jay Buhner","Mariners","158","675","27","90","2","14.8 %","21.3 %",".204",".315",".272",".379",".476",".374","127","2.3","28","100","144","1001638"
"2006","Mark Teixeira","Rangers","162","727","33","99","2","12.2 %","17.6 %",".232",".304",".282",".371",".514",".374","121","3.5","26","89","128","1281"
"2006","Jorge Posada","Yankees","143","545","23","65","3","11.7 %","17.8 %",".215",".303",".277",".374",".492",".373","125","4.3","34","64","97","841"
"2007","Grady Sizemore","Indians","162","748","24","118","33","13.5 %","20.7 %",".185",".333",".277",".390",".462",".373","129","6.4","24","101","155","2197"
"1993","Bobby Bonilla","Mets","139","582","34","81","3","12.4 %","16.5 %",".257",".261",".265",".352",".522",".373","128","3.6","30","72","96","1001168"
"1989","Rickey Henderson","- - -","150","674","12","113","77","18.7 %","10.1 %",".126",".292",".274",".411",".399",".373","138","8.4","30","126","68","194"
"1998","Ben Grieve","Athletics","155","678","18","94","2","12.5 %","18.1 %",".170",".339",".288",".386",".458",".373","124","1.5","22","85","123","1209"
"2002","Adam Dunn","Reds","158","676","26","84","19","18.9 %","25.1 %",".206",".313",".249",".400",".454",".373","125","4.1","22","128","170","319"
"2010","Billy Butler","Royals","158","678","15","77","0","10.2 %","11.5 %",".151",".341",".318",".388",".469",".373","133","2.0","24","69","78","7399"
"1980","Chet Lemon","White Sox","147","604","11","76","6","11.8 %","9.3 %",".150",".309",".292",".388",".442",".373","130","3.9","25","71","56","1007518"
"1992","Bip Roberts","Reds","147","601","4","92","44","10.3 %","9.0 %",".109",".351",".323",".393",".432",".373","136","4.8","28","62","54","1011023"
"1969","Johnny Bench","Reds","148","592","26","83","6","8.3 %","14.5 %",".194",".304",".293",".353",".487",".373","126","5.3","21","49","86","1000826"
"1984","Andre Thornton","Indians","155","690","33","91","6","13.2 %","11.4 %",".213",".260",".271",".366",".484",".373","131","3.0","34","91","79","1013037"
"2007","Victor Martinez","Indians","147","645","25","78","0","9.6 %","11.8 %",".205",".305",".301",".374",".505",".373","129","5.4","28","62","76","393"
"2007","Frank Thomas","Blue Jays","155","624","26","63","0","13.0 %","15.1 %",".203",".291",".277",".377",".480",".373","127","1.8","39","81","94","255"
"1980","Rod Carew","Angels","144","612","3","74","23","9.6 %","6.2 %",".106",".351",".331",".396",".437",".373","131","3.0","34","59","38","1001942"
"2016","Edwin Encarnacion","Blue Jays","160","702","42","99","2","12.4 %","19.7 %",".266",".270",".263",".357",".529",".373","135","3.8","33","87","138","2151"
"1992","Will Clark","Giants","144","601","16","69","12","12.1 %","13.6 %",".175",".324",".300",".384",".476",".373","141","3.7","28","73","82","1002318"
"2004","Javy Lopez","Orioles","150","638","23","83","0","7.4 %","15.2 %",".187",".344",".316",".370",".503",".373","127","4.4","33","47","97","103"
"2008","Troy Glaus","Cardinals","151","637","27","69","0","13.7 %","16.3 %",".213",".288",".270",".372",".483",".373","128","4.8","31","87","104","15"
"2002","Nomar Garciaparra","Red Sox","156","693","24","101","5","5.9 %","9.1 %",".217",".309",".310",".352",".528",".373","127","4.8","28","41","63","190"
"1984","Chet Lemon","Tigers","141","574","20","77","5","8.9 %","14.5 %",".208",".307",".287",".357",".495",".373","134","6.2","29","51","83","1007518"
"1976","Rico Carty","Indians","152","628","13","67","1","10.7 %","7.2 %",".132",".314",".310",".379",".442",".373","141","3.3","36","67","45","1002025"
"2008","Curtis Granderson","Tigers","141","629","22","112","12","11.3 %","17.6 %",".213",".316",".280",".365",".494",".373","127","4.1","27","71","111","4747"
"1972","Tony Perez","Reds","136","576","21","64","4","9.5 %","21.0 %",".214",".330",".283",".349",".497",".373","138","4.5","30","55","121","1010188"
"1976","Rusty Staub","Tigers","161","690","15","73","3","12.0 %","7.1 %",".134",".300",".299",".386",".433",".373","135","2.6","32","83","49","1012440"
"1972","Lee May","Astros","148","647","29","87","3","8.0 %","22.4 %",".206",".332",".284",".343",".490",".373","137","3.0","29","52","145","1008303"
"2017","Edwin Encarnacion","Indians","157","669","38","96","2","15.5 %","19.9 %",".245",".271",".258",".377",".504",".373","132","2.5","34","104","133","2151"
"1991","Kent Hrbek","Twins","132","534","20","72","4","12.5 %","9.0 %",".177",".280",".284",".373",".461",".373","127","2.7","31","67","48","1006117"
"1987","Phil Bradley","Mariners","158","702","14","101","40","12.0 %","17.0 %",".166",".347",".297",".387",".463",".373","125","3.4","28","84","119","1001313"
"2001","Scott Rolen","Phillies","151","653","25","96","16","11.3 %","19.4 %",".209",".326",".289",".378",".498",".373","126","5.6","26","74","127","970"
"2014","Justin Morneau","Rockies","135","550","17","62","0","6.2 %","10.9 %",".177",".330",".319",".364",".496",".373","122","2.3","33","34","60","1737"
"2002","Steve Finley","Diamondbacks","150","577","25","82","16","11.3 %","12.7 %",".212",".293",".287",".370",".499",".373","122","4.2","37","65","73","54"
"1977","Bill Robinson","Pirates","137","544","26","74","12","4.6 %","16.9 %",".221",".325",".304",".337",".525",".373","127","2.3","34","25","92","1011054"
"2004","Brad Wilkerson","Expos","160","688","32","112","13","15.4 %","22.1 %",".243",".292",".255",".374",".498",".373","121","5.0","27","106","152","804"
"1971","Sal Bando","Athletics","153","643","24","75","3","13.4 %","8.6 %",".180",".263",".271",".377",".452",".373","140","6.3","27","86","55","1000505"
"1978","Gary Matthews","Braves","129","542","18","75","8","11.3 %","17.0 %",".177",".318",".285",".366",".462",".373","125","3.1","27","61","92","1008255"
"1996","Mark Grace","Cubs","142","616","9","88","2","10.1 %","6.7 %",".124",".342",".331",".396",".455",".373","127","3.9","32","62","41","56"
